SEDE_CODICE,Vi_sono_parcheggi_per_disabili,SEDE_ACCESSIBILE_AI_DISABILI,MUSEO_CODICE,MUSEO_DENOMINAZIONE,MUSEO_TIPOLOGIA,SEDE_DENOMINAZIONE,SEDE_COMUNE,SEDE_PROVINCIA,SEDE_FRAZIONE,SEDE_CAP,SEDE_INDIRIZZO,SEDE_TELEFONO,SEDE_FAX,SEDE_MAIL,SEDE_SITO,SEDE_APERTURA_STATO,SEDE_CHIUSURA_MOTIVO,SEDE_APERTURA_NOTE,SEDE_DESCR_ORARIO_APERTURA,SEDE_ORARI_APERTURA_NOTA,MUSEO_INGRESSO,MUSEO_GIORNO_INGRESSO_GRATUITO,vi_sono_parcheggi_in_zona,ck_biblioteca,ck_aula_attivita_didattiche_ed,ck_sale_studio,ck_archivio,ck_fototeca,ck_sala_conferenze,ck_sala_proiezioni_audio_video,ST_NOTE_3_2_2,ck_biglietteria,ck_guardaroba,ck_area_per_accoglienza,ck_book_shop,ck_caffetteria_ristorante,ck_area_x_prima_infanzia,ST_NOTE_3_2_3,ck_laboratorio_fotografico,ck_laboratorio_di_restauro,ck_laboratorio_preparazione,ck_laboratorio_per_analisi,ST_NOTE_3_2_4,presenza_servizi_igienici,ck_pannelli_sk_mobili,ck_guide_brevi_in_italiano,ck_guide_brevi_in_piu_lingue,ck_catalogo_del_museo,ck_servizio_di_audioguide,ck_proiezione_audiovisivi,ck_sussidi_inform_multimediali,ck_servizio_di_visite_guidate,ck_servizi_speciali_disabili,RA_NOTE_7_9_3,RICONOSCIMENTO_STATO
1902,SI,TOTALMENTE,1821,MUSEO DEL PO,TERRITORIALE,MUSEO DEL PO,REVERE,MANTOVA,,46036,"Piazza Castello, 12",0386 46001,0386 467274,info@comunerevere.it,www.comunerevere.it,APERTA,,"Il Museo è aperto dal martedì alla domenica nei seguenti orari: 
ORARIO ESTIVO dalle ore 10,00 alle ore 12,30 e dalle ore 16,00 alle ore 19,00.
ORARIO INVERNALE dalle ore 10,00 alle ore 12,30 e dalle ore 15,00 alle ore 18,00
LUNEDI' CHIUSO","Il Museo ed il mulino natante sono aperti dal martedì alla domenica nei seguenti orari:
ORARIO ESTIVO: dalle ore 9,00 alle ore 12,30 e dalle ore 15,00 alle ore 18,00.
ORARIO INVERNALE: dalle ore 9,00 alle ore 12,30 e dalle ore 14,00 alle ore 17,00
LUNEDI' CHIUSO",,A PAGAMENTO,FIERA -ULTIMA SETTIMANA DI LUGLIO - ROGO D'LA VECIA  O6 GENNAIO,SI,,,,,,SI,,"Il progetto museologico-museografico prevede spazi con le seguenti caratteristiche:la biblioteca, la fototeca, sala studio, sala consultazione e l'archivio.",SI,,SI,,,,"Il progetto museologico-museografico prevede spazi per il pubblico: book-shop, guardaroba.",,,,,,SI,,SI,SI,,,,,SI,,"Il nuovo progetto museologico-museografico prevede ampi apparati informativi di supporto alla raccolta, che accompagnano il visitatore nel percorso espositivo. Il progetto orevede sala audio visiva, strumenti informativi multimediali ed in previsione la creazione di un  catalogo della raccolta museale.",RICONOSCIUTO
2450,SI,TOTALMENTE,2406,MUSEO DELLE INDUSTRIE E DEL LAVORO DEL SARONNESE,SPECIALIZZATO,MUSEO DELLE INDUSTRIE E DEL LAVORO DEL SARONNESE,SARONNO,VARESE,,21047,Via Don Griffanti 6,029607459,,mils@milsaronno191.it,www.museomils.it,APERTA,,Giovedì-Sabato-Domenica,"Giovedi ore 21.00-23.00
Sabato 16:00 - 18:00
Domenica ore 9.00-12.00/15.00-18.00","Chiusura ad Agosto e festivita Pasquali e Natalizie
Apertura su richiesta per comitive e scolaresche.",GRATUITO,DOMENICA - SABATO POMERIGGIO - GIOVEDÌ SERA,SI,SI,,SI,SI,,SI,SI,vedi punto 3.2.1a,SI,,SI,,,,,,,SI,,,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
2453,NO,PARZIALMENTE,2421,VILLA DEL BALBIANELLO,CASA-MUSEO,VILLA DEL BALBIANELLO,LENNO,COMO,,22016,Via Comoedia n. 5,0344 56110,0344 55575,faibalbianello@fondoambiente.it,www.fondoambiente.it,APERTA,,La visita agli interni della Villa si svolge con una guida in gruppi di massimo 15 persone e si effettua fino ad esaurimento posti.,"Da metà marzo a metà novembre: 10-18
Aperto tutti i giorni tranne i lunedì e i mercoledì non festivi.
Ultimo ingresso alla Villa un'ora prima della chiusura secondo la disponibilità dei posti.",,A PAGAMENTO,GIORNATE FAI DI PRIMAVERA,SI,SI,,,SI,SI,,,"solo su appuntamento. vedi nota al punto 7.6
Individuazione di nuovi spazi per la didattica (in corso la redazione del progetto di massima).",SI,,,SI,,,,,,,,,SI,,SI,SI,SI,,,,SI,,,RICONOSCIUTO
1883,SI,TOTALMENTE,1802,MUSEO DI ARTE MODERNA E CONTEMPORANEA,ARTE,MUSEO CIVICO D'ARTE MODERNA,GAZOLDO DEGLI IPPOLITI,MANTOVA,,46040,"Via G. Marconi, 126",0376 657141/657952,0376 657488,info@postumia-mam.it,www.postumia-mam.it,APERTA,,,"Tutti i giorni, tranne il Lunedì, ore 10.00/12.30 e dalle 15.30/18.30",,A PAGAMENTO,,SI,SI,SI,SI,SI,,SI,SI,,SI,,SI,SI,,,,,SI,,,,SI,SI,,,,,SI,,SI,,Sono in fase di completamento il catalogo generale dei due musei ed una breve guida illustrata degli stessi.,RICONOSCIMENTO SOSPESO
1882,SI,TOTALMENTE,1801,MUSEO CIVICO POLIRONIANO,ETNOGRAFIA E ANTROPOLOGIA,MUSEO CIVICO POLIRONIANO - CHIOSTRO DI SAN SIMEONE,SAN BENEDETTO PO,MANTOVA,,46027,"Piazza Folengo, 22",0376 623036,0376620078,museo@comune.san-benedetto-po.mn.it,www.comune.san-benedetto-po.mn.it,APERTA,,"Attualmente sono aperti: la biblioteca del museo, l'archivio, la fototeca e i laboratori didattici, il museo riaprirà in autunno con il nuovo allestimento","dal 25/10 all'1/3 dal martedì alla domenica 9-12.30 / 14.30-17.30
Lunedi chiuso.
Dall'1/3 al 25/10 dal martedi alla domenica 9- 12.30/15.00 - 18.00
Lunedi chiuso.","Il museo riaprirà con il nuovo allestimento in ottobre, pertanto l'orario di ingresso decorrerà a partire da quella data. Attualmente sono aperte al pubblico la biblioteca, l'archivio e la fototeca del museo.",A PAGAMENTO,LA DOMENICA DELLA SETTIMANA DEI BENI CULTURALI,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,SI,SI,,,,,,,,,SI,SI,SI,,,,,,SI,,Con la riapertura del museo è in programma un implementazione degli strumenti di sussidio alla visita.,RICONOSCIUTO
2475,SI,PARZIALMENTE,141,MUSEI CIVICI,COMPOSITO,LABORATORIO DI ARCHEOBIOLOGIA,COMO,COMO,,22100,Piazza Medaglie d'Oro 1,031-252550,031-268053,musei.civici@comune.como.it,www.comune.como.it,APERTA,,Visite su prenotazione,Visite su prenotazione,I dati sull'orario di apertura si riferiscono al consuntivo delle visite su prenotazione effettuate nel 2008.,A PAGAMENTO,,SI,SI,SI,SI,SI,,,,,,,,,,,,,,,SI,,SI,,,,,,,,,,,RICONOSCIUTO
1884,SI,TOTALMENTE,1803,GALLERIA DEL PREMIO SUZZARA,ARTE,GALLERIA DEL PREMIO SUZZARA,SUZZARA,MANTOVA,,46029,Via Don Giovanni Bosco 2/A,0376 535593,0376 535576,galleriapremio@comune.suzzara.mn.it,www.premiosuzzara.it,APERTA,,,"Invernale: martedì-venerdì 10/12.30 - 15/18  
           sabato 15/18
           domenica 10/12.30 - 15/18

Estivo: martedì-venerdì 10/12.30 - 15/18
        sabato 16/19 
        domenica 10/12.30 - 16/19","Orario invernale: dall'1 gennaio al 30 maggio e dall'1 ottobre al 31 dicembre

Orario estivo: dal 31 maggio al 30 settembre",GRATUITO,,SI,SI,SI,SI,SI,,SI,SI,,SI,,,SI,,,,,,,,,SI,SI,SI,,SI,,,,SI,,Il catalogo generale con la curatela scientifica del prof. Antonello Negri è stato presentato al pubblico il 6 giugno 2004.,RICONOSCIUTO
2471,SI,TOTALMENTE,2445,MUSEO DEMOLOGICO GIACOMO BERGOMI,ETNOGRAFIA E ANTROPOLOGIA,MUSEO DEMOLOGICO GIACOMO BERGOMI,MONTICHIARI,BRESCIA,BRESCIA,25018,VIA BRESCIA 129,030961062,0309961966,info@museobergomi.it,www.museobergomi.it,APERTA,,,"- MARTEDI' E VENERDI' 9.00-13.00
- MERCOLEDI' 9.00-13.00 E 14.00-18.00
- SABATO E DOMENICA 14.00-19.00
CHIUSURA NEI GIORNI DI NATALE, SANTO STEFANO, SAN SILVESTRO, DOMENICA E LUNEDI' DI PASQUA, 25 APRILE, 1 MAGGIO E FERRAGOSTO",,A PAGAMENTO,SABATO E DOMENICA,SI,SI,SI,,SI,,,SI,,SI,,SI,SI,SI,,CAFFETTERIA E RISTORANTE SONO ATTIGUI AL CENTRO FIERA,,,,,,SI,SI,SI,SI,,,SI,SI,SI,,,RICONOSCIUTO
2470,SI,PARZIALMENTE,841,VILLA CARLOTTA,COMPOSITO,ORTO BOTANICO,TREMEZZO,COMO,,22019,"via Regina, 2",0344 40405,0344 43689,info@villacarlotta.it,www.villacarlotta.it,APERTA,,,"marzo e ottobre: 9 - 16.30
da aprile a settembre 9 - 18",dall'anno 2005 è stata sperimentalmente prolungata l'apertura alle prime due settimane di novembre per un totale di 49 0re settimanali,A PAGAMENTO,,SI,SI,SI,,,,,,Museo degli attrezzi agricoli,SI,SI,SI,SI,SI,,,,,,,,SI,SI,SI,SI,SI,SI,,,SI,,,RICONOSCIUTO
2493,SI,TOTALMENTE,2457,"MUSEO ""GIUSEPPE GORNI""",COMPOSITO,MUSEO GIUSEPPE GORNI,QUISTELLO,MANTOVA,NUVOLATO,46026,VIA EUROPA 58,0376627241 ufficio cultura Comune,0376619884,ufficiocultura@comune.quistello.mn.it,www.comune.quistello.mn.it,APERTA,,,"sabato   9.00-12.00 / 15.30-19.00
domenica 15.30-19.00",,GRATUITO,,SI,SI,SI,SI,SI,,SI,,,,SI,SI,SI,,,,,,,,,SI,,SI,,SI,,,SI,SI,,,RICONOSCIUTO
782,NO,PARZIALMENTE,641,MUSEI  MAZZUCCHELLI,SPECIALIZZATO,MUSEO DEL VINO E DEL CAVATAPPI,MAZZANO,BRESCIA,Ciliverghe,25080,"Via G. Mazzucchelli, 2",030 212421,030 2120603,info@museimazzucchelli.it,www.museimazzucchelli.it,APERTA,,,"Da martedì a venerdì dalle 9.00 alle 18.00; sabato, domenica e festivi dalle 10.00 alle 18.00. Chiuso il lunedì.",,A PAGAMENTO,,SI,SI,SI,,SI,SI,SI,SI,"La Biblioteca, la Fototeca, l'Archivio, e il deposito sono consultabili su prenotazione. Non è presente un servizio prestiti.",SI,,SI,SI,,,,,,,,,SI,SI,SI,SI,SI,,,,SI,,"(*) in una lingua straniera: inglese.
Le visite guidate sono possibili anche in lingua inglese, francese e tedesca.",RICONOSCIUTO
2482,SI,PARZIALMENTE,62,MUSEO CIVICO DI SCIENZE NATURALI,SCIENZA E STORIA NATURALE,SPECOLA CIDNEA,BRESCIA,BRESCIA,,25100,Castello,03043168/0302978672,0302400026/0303701048,museo.scienze@comune.brescia.it,www.comune.brescia.it/museoscienzenaturali,APERTA,,"L'osservazione astronomica si effettua ogni venerdì sera, con inizio alle ore 21.00, preceduta da una conversazione informativa tenuta dagli astrofili.
La prenotazione è necessaria (capienza max. 20 persone) e la visita è gratuita.","Ogni venerdì sera dalle ore 21.00
Ingresso su prenotazione - posti limitati
L'accesso durante il giorno è riservato alle scolaresche",,GRATUITO,,SI,,SI,,,,,SI,Struttura a volta per le osservazioni astronomiche,,,,,,,,,,,,,SI,,,,,,,,SI,,,RICONOSCIUTO
2484,NO,NON ACCESSIBILE,641,MUSEI  MAZZUCCHELLI,SPECIALIZZATO,CASA MUSEO GIAMMARIA MAZZUCCHELLI,MAZZANO,BRESCIA,Ciliverghe,25080,"Via G. Mazzucchelli, 2",030/212421,030/2120603,info@museimazzucchelli.it,www.museimazzucchelli.it,APERTA,,"La Casa Museo ""Giammaria Mazzucchelli"" è visitabile, accompagnati da una guida del Museo, il sabato e la domenica alle ore 16.00, oppure su prenotazione per i gruppi.","Sabato, domenica e festivi alle ore 16.00 solo accompagnati da una guida del museo, oppure su prenotazione per i gruppi.","Durante i giorni di apertura, per motivi di sicurezza, la Casa Museo ""Giammaria Mazzucchelli"" è accessibile al pubblico su prenotazione.",A PAGAMENTO,,SI,SI,,,SI,,SI,SI,"La Biblioteca, la Fototeca, l'Archivio, e il deposito sono consultabili su prenotazione. Non è presente un servizio prestiti.",SI,,SI,SI,,,,,,,,,SI,SI,SI,SI,SI,,,,SI,,"Il visitatore durante la visita alla Casa Museo ""Giammaria Mazzucchelli"" è sempre accompagnato da un operatore specializzato che fornisce le informazioni necessarie per comprendere il percorso museale.",RICONOSCIUTO
2485,SI,TOTALMENTE,2185,MUSEO ASTRONOMICO - ORTO BOTANICO  DI BRERA,SCIENZA E TECNICA,ORTO BOTANICO,MILANO,MILANO,,20121,Via Brera 28,02 503 14696/98,02 503 14696,infobrera@unimi.it,http://www.brera.unimi.it./museo/orto/,APERTA,,,"Il Museo Astronomico è aperto dal lunedì al venerdì 9.00-16.00.
Domenica visite su prenotazione: ore 10-13.
sabato e festivi chiuso.
L'Orto Botanico è aperto dal lunedì al venerdì 9.00 alle ore 12.00; da aprile a giugno anche
dalle ore 15.00 alle ore 17.00.
Domenica visite su prenotazione: ore 10-13.
sabato e festivi chiuso.",Domenica visite guidate su prenotazione: ore 10-13.,GRATUITO,,SI,,SI,SI,,,SI,,,,,,,,,,,,SI,,,SI,SI,,,,,,,SI,,,RICONOSCIUTO
1863,SI,TOTALMENTE,1781,MUSEO ARCHEOLOGICO DELL'ALTO MANTOVANO,ARCHEOLOGIA,MUSEO ARCHEOLOGICO DELL'ALTO MANTOVANO,CAVRIANA,MANTOVA,,46040,"Piazza Castello, 8",0376/806330-030/392652,030/392652,museo.cavriana@libero.it,,APERTA,,,"Lunedi chiuso. Da martedi a venerdi dalle 9 alle 12. Sabato e domenica dalle 9 alle 12 e dalle 15 alle 18.30. In agosto il sabato e la domenica dalle 9 alle 12 e dalle 16 alle 19.30.
In caso di necessità o di prenotazioni scolastiche è prevista l'apertura a richiesta fuori orario.",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,"Sono disponibili attrezzature per videoregistrazione, videoproiezione, fotografia digitale, proiezione diapositive. La sala rinascimentale è dotata di attrezzature per sottofondo musicale.
Nella sala IV è disponibile un PC con catalogo generale delle collezioni.",SI,,SI,SI,,,L'area accoglienza è esterna.,SI,,,,Il Museo dispone di un laboratorio didattico per l'archeologia sperimentale,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
2509,SI,TOTALMENTE,2464,MAT MUSEO ARTE TEMPO,ARTE,MAT MUSEO ARTE TEMPO,CLUSONE,BERGAMO,,24023,Via Clara Maffei 3,034625915,,info@museoartetempo.it,www.museoartetempo.it,APERTA,,"orari:
venerdì: 15,30 - 18,30
sabato e domenica: 10,00 - 12,00; 15,30 - 18,30
lunedì: 15,30 - 18,30","venerdì 15,30-18,30
sabato 10-12 / 15,30-18,30
domenica 10-12  / 15,30-18,30
lunedì 15,30-18,3

L'orario di apertura è di 16 ore settimanali per tutto l'anno.",,GRATUITO,,SI,SI,SI,,SI,SI,SI,SI,Le funzioni di biblioteca sono svolte dalla biblioteca comunale,,SI,SI,SI,,,,,,,,,SI,SI,SI,,SI,,,,SI,,,RICONOSCIUTO
2505,SI,TOTALMENTE,2204,SISTEMA MUSEALE DI ATENEO,COMPOSITO,SEZIONE DI MINERALOGIA,PAVIA,PAVIA,,27100,via ferrata,0382985873,0382985890,callegari@crystal.unipv.it,http://ppp.unipv.it/musei/mineral/default.htm,APERTA,,,"dal Lunedì al giovedì dalle 14 alle 16,30 e il venerdì dalle 9 alle 12",A partire dal 6/11/2010 i musei del sistema saranno aperti a turno il sabato dalle 9 alle 12.,GRATUITO,,SI,,,,,,,,"Il Museo è ospitato in alcuni spazi del Dipartimento di Scienza della terra, dotato di Biblioteca, aule e sale studio.",,,,,,,,,,,,,SI,,SI,,,,,,SI,,E'stata realizzata una brochure del Sistema Museale in italiano e in inglese con una pagina dedicata a ciascun museo afferente.,RICONOSCIUTO
2497,SI,TOTALMENTE,2461,MUSEO DI FOTOGRAFIA CONTEMPORANEA,SPECIALIZZATO,MUSEO DI FOTOGRAFIA CONTEMPORANEA,CINISELLO BALSAMO,MILANO,,20092,"Villa Ghirlanda - Via Frova, 10",02 6605661,02 6181201,info@mufoco.org,www.museofotografiacontemporanea.org,APERTA,,,"Martedì-Domenica: dalle 10 alle 19
Giovedì: dalle 10 alle 23
Lunedì chiuso.",,GRATUITO,,SI,SI,SI,SI,SI,SI,SI,SI,Area multimediale e videoteca.,,SI,SI,SI,SI,,,SI,,SI,,,SI,SI,SI,,SI,,SI,SI,SI,,,RICONOSCIUTO
326,SI,TOTALMENTE,141,MUSEI CIVICI,COMPOSITO,TEMPIO VOLTIANO,COMO,COMO,,22100,"Viale Marconi, 1",031 574705,031 268053,musei.civici@comune.como.it,www.comune.como.it,APERTA,,,"Da ottobre a marzo:
martedì-domenica: 10.00-12.00; 14.00-16.00
Da aprile a settembre:
martedì-domenica: 10.00-12.00; 15.00-18.00",,A PAGAMENTO,,SI,,,,,,,SI,,SI,,,SI,,,,,,,,,SI,,SI,SI,SI,SI,SI,SI,SI,,In fase di allestimento (prossima inaugurazione).,RICONOSCIUTO
324,SI,TOTALMENTE,141,MUSEI CIVICI,COMPOSITO,CIVICO MUSEO STORICO,COMO,COMO,,22100,"Piazza Medaglie D'oro, 1",031 252550,031 268053,musei.civici@comune.como.it,www.comune.como.it,APERTA,,,"Martedì-Sabato 9.30-12.30/14.00-17.00
Domenica 10.00-13.00
Lunedì chiuso.",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,In comune con Museo Archeologico.,SI,SI,SI,SI,,,In comune con Museo Archeologico.,,,,,,SI,SI,SI,,SI,,,SI,SI,,"In programma pubblicazioni in lingue straniere.
Cataloghi di alcune sezioni in preparazione.",RICONOSCIUTO
325,SI,TOTALMENTE,141,MUSEI CIVICI,COMPOSITO,PINACOTECA CIVICA DI PALAZZO VOLPI,COMO,COMO,,22100,"Via A. Diaz, 84",031 269869,031 268053,musei.civici@comune.como.it,www.como.it,APERTA,,,"martedi-sabato: 9,30-12,30/14-17
domenica: 10-13
lunedi chiuso",,A PAGAMENTO,,SI,SI,SI,SI,,,SI,,,SI,SI,SI,SI,,,,,SI,,,,SI,SI,,,,,SI,,SI,,,RICONOSCIUTO
323,SI,TOTALMENTE,141,MUSEI CIVICI,COMPOSITO,CIVICO MUSEO ARCHEOLOGICO,COMO,COMO,,22100,"Piazza Medaglie d'Oro, 1",031 252550,031 268053,musei.civici@comune.como.it,www.comune.como.it,APERTA,,,"Martedì-Sabato 9.30-12.30/14.00-17.00
Domenica 10.00-13.00
Lunedì chiuso.",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,In comune con il Museo Storico.,SI,SI,SI,SI,,,In comune con Museo Storico Garibaldi.,,,,,,SI,SI,SI,,SI,,,SI,SI,,"In programma pubblicazioni in lingue straniere.
Cataloghi di alcune sezioni in preparazione.",RICONOSCIUTO
2520,SI,TOTALMENTE,81,MUSEO CIVICO VALTENESI,ARCHEOLOGIA,MUSEO CIVICO DELLA VALTENESI,MANERBA DEL GARDA,BRESCIA,Rocca,25080,"via Rocca, 20/22",036568901,0365659802,comune@manerbadelgarda.bs.it,www.comune.manerbadelgarda.bs.it,APERTA,,Il museo è stato aperto al pubblico il 19 aprile 2009.,"1 aprile - 30 settembre:
tutti i giorni 10.00-12.00, 14.00-18.00.

1 ottobre - 30 marzo:
giovedì, venerdì, domenica 9.00-12.00, 14.00-17.00;
sabato 9.00-12.00, 14.00-18.00",,GRATUITO,,SI,SI,SI,,SI,,,,L'aula didattica sarà attrezzata anche come piccola sala per proiezioni audio e video.,SI,,SI,SI,SI,,,,,SI,,"Nel laboratorio vengono selezionati, analizzati e studiati i materiali da sottporre al restauro e da esporre al pubblico.",SI,SI,SI,SI,,,SI,,SI,,E' in preparazione un servizio di audioguide in più lingue.,RICONOSCIUTO
1282,NO,TOTALMENTE,1101,MUSEO DEL BIJOU,SPECIALIZZATO,MUSEO DEL BIJOU,CASALMAGGIORE,CREMONA,,26041,"Via Azzo Porzio, 9",0375 205344 - 0375 284428,0375 200251,info@museodelbijou.it,www.museodelbijou.it,APERTA,,,Tutti i giorni feriali dalle 10 alle 12 e dalle 15 alle 18. Tutti i giorni festivi dalle 15 alle 19.,,A PAGAMENTO,,SI,SI,SI,,SI,,,,Uno dei laboratorio didattici e il Centro di cumentazione recentemente allestito presentano in realtà caratteristiche di multifunzionalità e possono ospitare piccoli incontri e proiezioni.,SI,,,SI,,,C'è possibilità di guardaroba privo di custodia.,,SI,,,"I laboratori didattici possono essere utilizzati a vari livelli(dimostrazioni divulgative, restauro, corsi amatoriali e professionalizzanti).",SI,SI,,,,,SI,SI,SI,,,RICONOSCIUTO
2516,NO,PARZIALMENTE,2476,MUSEO STORICO ETNOGRAFICO E NATURALISTICO DELLA VAL CODERA,ETNOGRAFIA E ANTROPOLOGIA,MUSEO STORICO ETNOGRAFICO E NATURALISTICO DELLA VAL CODERA,NOVATE MEZZOLA,SONDRIO,Codera,23025,Codera,034362037 3381865169,0258104576,info@valcodera.com,www.valcodera.com,APERTA,,,"Tutti i giorni dalle 08.00 alle 12.00 e dalle 14.00 alle 18.00 da aprile a dicembre compresi; sabato, domenica e festivi con lo stesso orario da gennaio a marzo compresi; a richiesta anche fuori orario, tutto l'anno",,GRATUITO,,NO,SI,,,,,SI,SI,,,,SI,SI,SI,,,,,SI,,,SI,SI,,,,,SI,,SI,,,RICONOSCIUTO
2512,SI,PARZIALMENTE,2463,CASA MUSEO CERVENO,ETNOGRAFIA E ANTROPOLOGIA,CASA MUSEO DI CERVENO,CERVENO,BRESCIA,,25040,Vicolo Sonvico,0364/434012,0364/434644,info@comune.cerveno.bs.it,www.comune.cerveno.bs.it,APERTA,,,"ORARIO INVERNALE
Mar 20-22   Mer 14.30-16-30   Gio 10-12
Sab 10-12   Dom e festivi 14.30-16.30

ORARIO ESTIVO
Mar 20-22 (fino a luglio)   Gio 10-12   
Sab 10-12   Dom e festivi 14.30-18.30",,GRATUITO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,SI,SI,,SI,Uno dei due laboratori presenti nella struttura museale è fruibile e dedicato in particolare per l?assistenza e l?intrattenimento per la  prima infanzia,SI,SI,SI,,,SI,SI,SI,SI,,,SI,SI,SI,,,RICONOSCIUTO
382,NO,PARZIALMENTE,222,MUSEO POLDI PEZZOLI,CASA-MUSEO,MUSEO POLDI PEZZOLI,MILANO,MILANO,,20121,"Via Alessandro Manzoni, 12",02 794889 - 02 796334,02 45473811,info@museopoldipezzoli.org,ww.museopoldipezzoli.it,APERTA,,"Il Museo è aperto dal martedì alla domenica, dalle 10 alle 18.","Dal Martedì alla Domenica
Dalle ore 10.00 alle ore 18.00",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,"Le sale del piano terra e la tensostruttura montata in giardino (per periodi lunghi nell'arco dell'anno) sono usate per attività didattiche e di studio, per conferenze e concerti.
La biblioteca e la fototeca sono situate all'esterno della sede museale, in via Foscolo 3, e sono aperti al pubblico su appuntamento.",SI,SI,SI,SI,,,"Una sala a pianterreno è utilizzabile per l'assistenza e l'intrettenimento dei bambini, quando non è utilizzata per le mostre temporanee.",SI,SI,SI,,,SI,SI,SI,SI,SI,SI,,SI,SI,,Esistono diapositive in vendita al pubblico. I cataloghi multimediali sono in vendita e anche consultabili durante la visita.,RICONOSCIUTO
863,SI,TOTALMENTE,741,PINACOTECA DELL' ETA' EVOLUTIVA,ARTE,PINACOTECA DELL' ETÀ EVOLUTIVA,REZZATO,BRESCIA,,25086,"Via Disciplina, 60",0302792086,,pinacoteca@comune.rezzato.bs.it,www.pinac.it,APERTA,,,"dal martedì alla domenica, dalle 9 alle 12.30
sabato e domenica dalle 15 alle 18",chiuso in agosto,GRATUITO,,SI,SI,SI,,SI,,SI,SI,"Al primo piani c'è una stanza pluriuso utilizzata per piccole conferenze, proiezioni, laboratori",,,,,,SI,,,,,,,SI,,,,,,SI,,SI,,,RICONOSCIUTO
2556,SI,PARZIALMENTE,2499,MUSEO PARROCCHIALE SAN LORENZO 'DON CARLO VILLA',ARTE,MUSEO PARROCCHIALE SAN LORENZO 'DON CARLO VILLA',CALOLZIOCORTE,LECCO,ROSSINO,23805,"PIAZZA SAN LORENZO, 6",0341-643259,0341-643259,mariano.carrara@tiscali.it,,APERTA,,,SABATO ORE 10-12 / 15-18; DOMENICA ORE 10.30-12 / 14.30-18,,A PAGAMENTO,,SI,,,,,,,,"Vi sono molti locali nell'oratorio situato nelle immediate vicinanze del museo: saletta; biblioteca; cine-teatro e la vecchia chiesa di San Lorenzo, non più officiata. Sono spazi che si intende mettere a disposizione dell'istituzione museale",,,SI,,SI,,"I servizi indicati trovano posto in oratorio (nelle immediate vicinanze, presso il parcheggio a disposizione del Museo)",,,,,,SI,,SI,,SI,,,,SI,,Si intende affrontare tutta la problematica inerente a questo ambito in condivisione con i Musei ecclesiastici della Diocesi di Bergamo.,RICONOSCIUTO
2558,SI,TOTALMENTE,2501,MUSEO DELLA SECONDA GUERRA MONDIALE  DEL FIUME PO,STORIA,MUSEO DELLA SECONDA GUERRA MONDIALE DEL FIUME  PO,FELONICA,MANTOVA,,46022,PIAZZA MUNICIPIO n.15,038666133,,info@museofelonica.it,WWW.MUSEOFELONICA.IT,APERTA,,"la sede è aperta al pubblico nei seguenti orari:
Domenica e festivi : 15-18
DAL LUNEDì AL VENERDì: 9-12
SU PRENOTAZIONE è POSSIBILE LA VISITA IN ALTRI ORARI E GIORNI","DA LUNEDI' A VENERDI': 9 -12 
DOMENICA E FESTIVI: 15-18
SU PRENOTAZIONE E' POSSIBILE LA VISITA IN ALTRI ORARI E GIORNI",,GRATUITO,TUTTI,SI,SI,SI,SI,SI,SI,SI,SI,,,SI,SI,SI,,,,SI,SI,SI,,,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
1322,SI,TOTALMENTE,1141,"CIVICO MUSEO ARCHEOLOGICO ""ANTIQUARIUM PLATINA""",ARCHEOLOGIA,MUSEO CIVICO ARCHEOLOGICO ANTIQUARIUM PLATINA,PIADENA,CREMONA,,26034,"Piazza Garibardi, 3",0375 380131,0375 98733,info@museo-piadena.net,www.museo-piadena.net,APERTA,,,"Orario invernale:
Lunedì - Venerdì 
8.30 - 13.30
Sabato mattina, apertura su richiesta (effettuabile anche il giorno stesso della visita).
Orario estivo (dal 01.06 al 05.09):
martedì - venerdì 9.00 - 13.00
Lunedì e Sabato mattina, apertura su richiesta (effettuabile anche il giorno stesso della visita).","Il sabato l'apertura è solo su richiesta, cosiccome il lunedì mattina nell'orario estivo.
Le ore che si perdono in apertura durante l'estate vengono recuperate con aperture straordinarie per tutto l'anno.",A PAGAMENTO,,SI,,SI,,,,SI,SI,,,,,,,,,,,,,,SI,SI,SI,,,,SI,SI,SI,,Il servizio di visite guidate è solo su prenotazione.,RICONOSCIUTO
